competition_name,competition_date,competition_location,competition_nation_host,athlete_sex,competition_age_category,competition_url,weight_class,competition_standing,athlete_name,nation,club,bodyweight_kg,competition_group,snatch_1,snatch_1_result,snatch_2,snatch_2_result,snatch_3,snatch_3_result,clean_jerk_1,clean_jerk_1_result,clean_jerk_2,clean_jerk_2_result,clean_jerk_3,clean_jerk_3_result,total_kg,sinclair
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,17,Yasin Mohammad,INA,,67.00,B,127.0,u,127.0,s,131.0,u,153.0,s,160.0,u,160.0,u,280.0,398.7
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,18,Garrido Jesus Victor,ECU,,66.70,C,121.0,s,126.0,u,126.0,s,143.0,s,148.0,s,152.0,u,274.0,391.3
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,19,Guemez Cel Victor Badur,MEX,,67.00,C,116.0,s,121.0,s,125.0,u,146.0,s,150.0,s,154.0,u,271.0,385.9
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,20,Cristobal Leowell,NMI,,66.10,C,101.0,s,105.0,s,109.0,u,138.0,s,143.0,s,145.0,u,248.0,356.4
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,21,Billah Baki,BAN,,66.46,C,102.0,s,107.0,u,107.0,u,135.0,s,140.0,u,140.0,u,237.0,339.3
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,1,Ri Ryong Hyon,PRK,,73.00,A,147.0,s,152.0,s,155.0,u,191.0,s,197.0,s,205.0,u,349.0,470.4
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,2,Juniansyah Rizki,INA,,73.00,B,146.0,s,150.0,s,160.0,u,180.0,s,190.0,s,200.0,u,340.0,458.3
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,3,Zhong Zhiguang,CHN,,72.76,A,140.0,s,145.0,s,150.0,s,186.0,s,192.0,u,192.0,u,336.0,453.9
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,4,Lagarejo Edwin,COL,,73.00,B,148.0,s,152.0,s,155.0,s,175.0,s,180.0,s,187.0,u,335.0,451.6
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,5,Benhnia Karem,TUN,,72.82,A,145.0,s,149.0,s,151.0,u,182.0,s,184.0,s,188.0,u,333.0,449.6
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,6,Cahoy Caden,USA,,73.00,B,141.0,s,145.0,s,148.0,u,180.0,s,187.0,u,187.0,s,332.0,447.5
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,7,Gutu Roberto,GER,,73.00,A,147.0,s,151.0,s,154.0,s,173.0,s,177.0,s,182.0,u,331.0,446.2
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,8,Sahakyan Gor,ARM,,73.00,A,146.0,u,146.0,s,151.0,u,185.0,s,191.0,u,191.0,u,331.0,446.2
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,9,Lee Sangyeon,KOR,,73.00,A,140.0,u,140.0,u,140.0,s,185.0,s,191.0,s,195.0,u,331.0,446.2
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,10,Rustamov Isa,AZE,,72.72,B,142.0,s,147.0,s,150.0,s,178.0,s,184.0,u,186.0,u,328.0,443.2
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,11,Reyimov Bektimur,TKM,,73.00,A,151.0,u,151.0,s,155.0,u,175.0,u,175.0,s,182.0,u,326.0,439.4
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,12,Mosquera Luis Javier,COL,,73.00,B,150.0,s,154.0,u,154.0,u,174.0,u,174.0,u,174.0,s,324.0,436.8
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,13,Cardenas Estrada Jorge Adan,MEX,,73.00,B,145.0,s,148.0,u,148.0,s,175.0,s,178.0,u,178.0,u,323.0,435.4
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,14,Donose Tiberiu,ROU,,72.52,B,145.0,u,145.0,u,146.0,s,165.0,s,175.0,s,182.0,u,321.0,434.5
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,15,Rashidov Bunyad,TKM,,71.40,A,153.0,u,154.0,s,156.0,u,167.0,s,173.0,u,173.0,u,321.0,438.7
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,16,Reyes Vidal Jair Abimelet,ECU,,72.78,B,140.0,s,144.0,s,147.0,s,173.0,u,173.0,u,173.0,s,320.0,432.2
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,17,Muhammad Erry Hidayat,MAS,,73.00,C,135.0,u,135.0,s,141.0,u,165.0,u,166.0,s,174.0,u,301.0,405.8
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,18,Pampordzhiev Dian Angelov,BUL,,72.62,C,123.0,s,127.0,u,127.0,s,161.0,s,165.0,u,166.0,s,293.0,396.2
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,19,Montoya Alvarado Vincente Uriel,MEX,,72.66,C,125.0,s,130.0,s,133.0,u,156.0,s,161.0,s,165.0,u,291.0,393.4
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,20,Cares Sergio,CHI,,73.00,C,125.0,u,125.0,s,130.0,s,155.0,s,160.0,s,165.0,u,290.0,390.9
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,21,Gallart Lechon Kilian,ESP,,72.86,C,130.0,u,130.0,s,135.0,u,155.0,u,156.0,u,156.0,s,286.0,386.0
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,22,Nesaif Ahmed Hasan,BRN,,72.06,C,115.0,s,120.0,u,120.0,s,140.0,s,148.0,u,148.0,s,268.0,364.2
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,23,Abdulredha Mohammed,KUW,,70.12,C,85.0,u,85.0,s,92.0,u,100.0,s,110.0,s,120.0,s,205.0,283.4
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,1,Ri Chongsong,PRK,,78.60,A,161.0,u,161.0,s,166.0,s,201.0,u,201.0,s,205.0,s,371.0,478.8
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,2,Churkin Alexey,KAZ,,81.00,A,155.0,s,160.0,s,164.0,s,195.0,s,200.0,s,204.0,s,368.0,467.1
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,3,Toshtemirov Mukhammadkodir,UZB,,80.64,A,161.0,u,161.0,s,165.0,s,190.0,u,190.0,s,195.0,u,355.0,451.6
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,4,Son Hyeonho,KOR,,80.70,A,151.0,s,155.0,s,158.0,u,195.0,s,197.0,s,202.0,u,352.0,447.6
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,5,Uvarov Alexandr,KAZ,,81.00,A,155.0,s,160.0,s,163.0,u,191.0,s,196.0,u,196.0,u,351.0,445.5
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,6,Kwon Dae Hee,KOR,,81.00,A,150.0,s,155.0,u,155.0,s,195.0,u,196.0,u,196.0,s,351.0,445.5
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,7,Abdullah Rahmat Erwin,INA,,75.92,B,147.0,s,154.0,s,,na,193.0,s,200.0,u,202.0,u,347.0,456.9
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,8,Torayev Gaygysyz,TKM,,80.54,A,148.0,u,148.0,s,152.0,u,190.0,s,196.0,s,198.0,u,344.0,437.9
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,9,Liu Xu,CHN,,80.84,A,158.0,u,158.0,u,158.0,s,185.0,s,190.0,u,190.0,u,343.0,435.8
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,10,Azuma Rakuei,JPN,,80.82,B,141.0,s,146.0,s,150.0,s,184.0,s,190.0,s,194.0,u,340.0,432.0
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,11,Likkhard Vadzim,BLR,,80.40,B,150.0,s,155.0,u,155.0,s,181.0,s,185.0,u,185.0,u,336.0,428.2
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,12,Maldonado Gustavo,COL,,80.82,B,150.0,s,154.0,u,155.0,u,180.0,s,185.0,s,190.0,u,335.0,425.7
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,13,Ginnan Edward James,USA,,80.98,B,142.0,s,146.0,s,150.0,s,182.0,u,183.0,u,184.0,s,334.0,423.9
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,14,Baghishamasbi Reza,IRI,,76.60,B,142.0,s,144.0,s,149.0,s,175.0,s,184.0,s,190.0,u,333.0,436.2
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,15,Malakmadze Archil,GEO,,80.98,B,146.0,s,150.0,s,154.0,u,174.0,s,175.0,s,181.0,s,331.0,420.1
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,16,Ramadani Kristi,ALB,,80.76,B,146.0,s,150.0,u,151.0,u,181.0,s,,na,,na,327.0,415.7
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,17,Fralou Andrei,BLR,,80.60,B,146.0,s,151.0,u,151.0,u,175.0,s,181.0,s,186.0,u,327.0,416.1
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,18,Kondratiuk Dmytro,UKR,,81.00,C,140.0,s,145.0,u,145.0,u,180.0,s,186.0,s,191.0,u,326.0,413.7
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,19,Cabala Sebastian,SVK,,80.38,B,145.0,u,145.0,s,150.0,u,180.0,s,183.0,u,184.0,u,325.0,414.2
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,20,Guertin Samuel,CAN,,80.20,C,140.0,u,140.0,s,145.0,s,172.0,u,172.0,s,178.0,s,323.0,412.2
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,21,Huang Pin-Hsun,TPE,,81.00,C,140.0,u,140.0,s,145.0,u,175.0,s,183.0,s,190.0,u,323.0,409.9
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,22,Al Humayd Mahmoud Mohammed,KSA,,78.56,C,140.0,s,145.0,s,148.0,u,170.0,s,177.0,s,180.0,u,322.0,415.7
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,23,Misakyan Hmayak Amagiak,AUT,,81.00,B,147.0,u,147.0,s,151.0,u,171.0,s,176.0,u,176.0,u,318.0,403.6
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,24,Phillips Jon Antohein,RSA,,78.52,C,118.0,s,123.0,s,128.0,u,158.0,s,163.0,s,168.0,s,291.0,375.8
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,25,Lao Garcia Addriel,CUB,,80.88,C,125.0,s,130.0,s,134.0,u,160.0,s,165.0,u,165.0,u,290.0,368.4
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,26,Borg Rylee,MLT,,80.56,C,114.0,s,118.0,s,121.0,s,145.0,s,150.0,s,153.0,s,274.0,348.8
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,27,Todorovic Nikola,CRO,,78.96,C,115.0,s,119.0,s,122.0,s,146.0,s,151.0,s,154.0,u,273.0,351.4
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,1,Nasar Karlos,BUL,,88.74,A,170.0,s,176.0,s,183.0,s,210.0,s,222.0,s,225.0,u,405.0,490.2
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,2,Ro Kwang Ryol,PRK,,89.00,A,162.0,u,162.0,s,167.0,u,210.0,s,216.0,u,218.0,s,380.0,459.3
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,3,Robu Marin,MDA,,88.74,A,169.0,s,173.0,s,175.0,u,201.0,s,206.0,s,209.0,u,379.0,458.8
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,4,Zafarjonov Sarvarbek,UZB,,88.94,A,166.0,s,171.0,s,174.0,u,190.0,s,201.0,s,204.0,s,375.0,453.4
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,5,Poluboyarinov Denis,KAZ,,88.50,B,160.0,s,165.0,s,170.0,u,195.0,s,205.0,s,210.0,u,370.0,448.5
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,6,Pan Yunhua,CHN,,88.94,A,160.0,u,160.0,s,165.0,u,200.0,s,205.0,s,208.0,s,368.0,445.0
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,7,Friedrich Raphael,GER,,88.98,A,162.0,u,163.0,u,163.0,s,190.0,s,196.0,s,201.0,s,364.0,440.0
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,8,Yu Dongju,KOR,,89.00,A,155.0,s,160.0,s,165.0,u,195.0,s,201.0,s,207.0,u,361.0,436.4
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,9,Kurlovich Julian,BLR,,88.52,A,158.0,s,161.0,u,161.0,s,195.0,u,195.0,s,200.0,u,356.0,431.5
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,10,Ulanov Denis,KAZ,,88.50,B,155.0,s,158.0,u,158.0,s,190.0,s,193.0,s,198.0,u,351.0,425.4
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,11,Kennedy Braydon,CAN,,89.00,B,158.0,u,158.0,s,163.0,s,186.0,s,190.0,u,191.0,u,349.0,421.9
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,12,Victorian Brandon Joseph,USA,,88.78,B,151.0,s,156.0,u,156.0,s,189.0,u,189.0,u,189.0,s,345.0,417.5
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,13,Canul Facundo Mauricio Cristofer,MEX,,89.00,B,145.0,s,150.0,s,153.0,u,185.0,s,191.0,s,196.0,u,341.0,412.2
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,14,Asanidze Saba,GEO,,88.64,B,147.0,s,151.0,s,154.0,u,183.0,s,188.0,u,188.0,u,334.0,404.5
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,15,Swartz William,USA,,88.92,C,133.0,s,139.0,s,143.0,u,167.0,s,173.0,s,179.0,s,318.0,384.6
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,16,Gomez Franco Alejo,ARG,,88.44,C,135.0,s,140.0,u,140.0,u,170.0,s,171.0,u,178.0,s,313.0,379.5
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,17,Brown Sean,IRL,,87.96,C,133.0,s,138.0,s,142.0,u,162.0,s,167.0,s,171.0,u,305.0,370.8
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,1,Adiletuly Nurgissa,KAZ,,96.00,A,170.0,s,174.0,s,177.0,u,206.0,s,212.0,s,214.0,s,388.0,452.8
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,2,Davitadze Revaz,GEO,,95.82,A,171.0,s,175.0,s,177.0,s,200.0,s,206.0,s,210.0,s,387.0,452.0
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,3,Alipour Ali,IRI,,93.84,A,168.0,s,173.0,u,173.0,s,205.0,s,214.0,u,214.0,s,387.0,456.3
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,4,Qian Feixiang,CHN,,94.16,B,168.0,s,170.0,s,175.0,s,200.0,s,206.0,s,210.0,s,385.0,453.2
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,5,Sumpradit Sarat,THA,,95.74,A,168.0,s,172.0,s,176.0,u,200.0,s,207.0,s,212.0,s,384.0,448.7
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,6,Won Jongbeom,KOR,,96.00,A,167.0,s,173.0,u,173.0,u,211.0,s,214.0,s,221.0,u,381.0,444.6
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,7,Moeini Sedeh Alireza,IRI,,94.88,A,176.0,s,179.0,u,179.0,u,193.0,u,193.0,s,202.0,s,378.0,443.4
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,8,Hosny Elsayed Mahmoud,EGY,,94.82,A,166.0,s,171.0,s,173.0,u,203.0,u,203.0,u,203.0,s,374.0,438.9
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,9,Nishikawa Masashi,JPN,,95.48,B,165.0,s,170.0,s,172.0,s,192.0,s,200.0,s,204.0,u,372.0,435.2
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,10,Mora	 Romero Ramiro,nn,,96.00,B,161.0,s,166.0,s,171.0,u,203.0,s,207.0,u,207.0,u,369.0,430.6
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,11,Garces Oscar,COL,,96.00,B,162.0,u,162.0,s,165.0,u,203.0,u,203.0,s,208.0,u,365.0,426.0
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,12,Mendoza Yeimar,COL,,95.94,B,160.0,u,160.0,u,160.0,s,190.0,s,195.0,s,201.0,s,361.0,421.4
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,13,Gobejishvili Irakli,GEO,,95.30,B,163.0,s,167.0,u,167.0,s,190.0,s,196.0,u,198.0,u,357.0,418.0
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,14,Serdiukov Anton,UKR,,95.90,B,158.0,u,158.0,u,159.0,s,189.0,s,193.0,s,198.0,s,357.0,416.8
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,15,Vasilonoks Arturs,LAT,,94.00,C,152.0,s,156.0,s,160.0,u,188.0,s,195.0,s,200.0,s,356.0,419.4
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,16,Alothman Ali Yousef,KSA,,95.60,C,150.0,s,155.0,s,159.0,u,187.0,s,193.0,s,197.0,s,352.0,411.6
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,17,Dombrovskyi Maksym,UKR,,93.36,B,155.0,s,159.0,s,162.0,s,190.0,s,195.0,u,,na,352.0,416.0
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,18,Staroverkin Kirill,KAZ,,95.62,B,155.0,s,160.0,s,163.0,u,185.0,s,189.0,s,192.0,s,352.0,411.5
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,19,Ramos Chaires Jonathan David,MEX,,94.94,C,150.0,s,155.0,s,158.0,u,190.0,s,195.0,s,200.0,u,350.0,410.5
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,20,Sawulski Patryk,POL,,93.78,B,152.0,s,156.0,s,160.0,u,188.0,u,188.0,s,194.0,u,344.0,405.7
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,21,Lopez Jose Luis,MEX,,96.00,C,145.0,s,150.0,s,155.0,u,193.0,s,201.0,u,201.0,u,343.0,400.3
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,22,Rejepov Resul,TKM,,95.00,C,155.0,s,160.0,s,163.0,u,178.0,s,180.0,s,185.0,u,340.0,398.6
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,23,Yannick Tschan,SUI,,95.66,C,149.0,s,152.0,u,152.0,u,179.0,s,184.0,s,188.0,s,337.0,393.9
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,24,Samko Karol,SVK,,96.00,C,135.0,s,140.0,s,143.0,s,180.0,s,189.0,u,189.0,u,323.0,376.9
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,1,Antropov Artyom,KAZ,,102.00,A,165.0,s,170.0,s,173.0,u,220.0,s,227.0,s,230.0,s,400.0,455.0
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,2,Elbakh  Fares Ibrahim,QAT,,101.34,A,171.0,s,174.0,s,177.0,u,222.0,u,222.0,s,225.0,s,399.0,455.1
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,3,Ruiz Marcos Velasco,ESP,,101.92,A,175.0,s,180.0,s,183.0,s,206.0,s,208.0,s,212.0,s,395.0,449.5
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,4,Bacha Aymen,TUR,,101.66,A,181.0,u,181.0,u,183.0,s,208.0,u,209.0,s,212.0,s,395.0,450.0
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,5,Rivas Mosquera Jhonatan,COL,,101.56,A,175.0,s,180.0,u,181.0,u,208.0,s,213.0,s,218.0,u,388.0,442.2
89 th World Championships,2024-12-06,Manama,BRN,Males,Senior,http://iwrp.net/component/cwyniki/?view=contest&id_zawody=2788,55 kg,6,Nasiri Alireza,IRI,,101.44,A,174.0,u,174.0,s,181.0,u,210.0,s,222.0,u,222.0,u,384.0,437.8
